[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, quantum design, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Temp(K),Temp Status,Field(Oe),Field Status,Chamber Status2
3785474971.162895,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475001.162913,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475031.163884,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475061.163918,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475091.164887,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475121.164919,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475151.164971,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475181.165937,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475211.165945,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475241.166937,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475271.166938,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475301.167937,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475331.167951,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475361.168939,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475391.169938,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475421.169939,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475451.169973,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475481.169988,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475511.170973,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475541.171937,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475571.171937,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475601.171972,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475631.172937,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475661.173469,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475691.173590,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475721.174586,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475751.175584,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475781.176584,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475811.177553,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475841.177584,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475871.178553,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475901.178555,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475931.179551,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475961.179553,300.000000,Standby,0.000000,StablePersistent,Sealed
3785475991.181553,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476021.181701,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476051.181732,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476081.182700,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476111.182732,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476141.183702,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476171.183703,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476201.183718,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476231.183817,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476261.184813,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476291.185790,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476321.186783,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476351.186784,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476381.186820,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476411.187786,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476441.187816,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476471.187821,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476501.188819,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476531.189784,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476561.189819,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476591.190783,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476621.190785,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476651.190816,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476681.190877,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476711.190900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476741.190900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476771.190901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476801.190901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476831.190902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476861.191900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476891.191900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476921.191900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476951.191902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785476981.192901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477011.192903,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477041.192904,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477071.193901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477101.193902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477131.193912,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477161.194911,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477191.195901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477221.195901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477251.195909,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477281.196900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477311.196942,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477341.197901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477371.197901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477401.197902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477431.198900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477461.198900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477491.198910,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477521.198937,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477551.199900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477581.199902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477611.200915,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477641.201901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477671.201903,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477701.201931,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477731.202901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477761.202901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477791.203899,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477821.203901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477851.204902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477881.204902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477911.205900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477941.205903,300.000000,Standby,0.000000,StablePersistent,Sealed
3785477971.205937,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478001.206933,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478031.206936,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478061.207900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478091.207901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478121.208900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478151.208901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478181.209904,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478211.209907,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478241.210902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478271.211901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478301.212900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478331.212900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478361.212931,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478391.213900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478421.213902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478451.214900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478481.214902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478511.214931,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478541.215900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478571.215900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478601.215900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478631.215936,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478661.216901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478691.217900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478721.217901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478751.217902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478781.217902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478811.217933,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478841.218900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478871.218900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478901.218900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478931.218909,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478961.219901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785478991.219902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479021.219902,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479051.220900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479081.220901,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479111.221900,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479141.221993,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479171.222991,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479201.223958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479231.223958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479261.223999,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479291.224957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479321.224958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479351.224993,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479381.225989,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479411.225990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479441.226957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479471.226994,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479501.227991,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479531.227993,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479561.228959,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479591.228991,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479621.228994,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479651.229989,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479681.230958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479711.231957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479741.231987,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479771.232959,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479801.232959,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479831.232990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479861.233957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479891.233958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479921.233994,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479951.233994,300.000000,Standby,0.000000,StablePersistent,Sealed
3785479981.234957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480011.234990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480041.235990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480071.235992,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480101.236961,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480131.237994,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480161.238009,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480191.238957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480221.238992,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480251.239987,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480281.239990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480311.239990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480341.240958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480371.240963,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480401.241959,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480431.241990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480461.242992,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480491.243958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480521.243997,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480551.244957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480581.244995,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480611.245958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480641.245988,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480671.245990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480701.246959,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480731.247957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480761.247961,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480791.248957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480821.248957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480851.248959,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480881.248997,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480911.249959,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480941.249989,300.000000,Standby,0.000000,StablePersistent,Sealed
3785480971.249992,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481001.250992,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481031.251995,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481061.251995,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481091.252990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481121.253957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481151.253989,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481181.253990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481211.254960,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481241.254960,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481271.255957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481301.255989,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481331.255994,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481361.256989,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481391.256989,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481421.257957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481451.257994,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481481.258990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481511.259958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481541.259997,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481571.260958,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481601.260959,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481631.260991,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481661.261957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481691.261959,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481721.262957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481751.262957,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481781.262988,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481811.262990,300.000000,Standby,0.000000,StablePersistent,Sealed
3785481841.263993,300.000000,Standby,0.000000,StablePersistent,Sealed
