[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3755727794.311400,0,1,2.021,2.000,35.136,3.038,0,0,2.000,2.000,0.010,0.010,1
3755727824.311400,0,1,2.008,2.000,35.137,3.039,0,0,2.000,2.000,0.130,0.010,1
3755727854.311400,0,1,2.014,2.000,35.137,3.039,0,0,2.000,2.000,0.180,0.010,1
3755727884.311400,0,1,2.010,2.000,35.138,3.040,0,0,2.000,2.000,0.190,0.010,1
3755727914.311400,0,1,2.012,2.000,35.138,3.038,0,0,2.000,2.000,0.200,0.010,1
3755727944.311400,0,4,2.012,2.000,35.138,3.039,0,0,2.000,2.000,0.200,0.010,1
3755727974.311400,109,2,2.016,2.000,35.138,3.039,0,0,2.000,2.000,0.040,0.010,1
3755728004.311400,671,2,2.017,2.000,35.138,3.043,0,0,2.000,2.000,0.020,0.010,1
3755728034.311400,1268,2,2.013,2.000,35.138,3.055,0,0,2.000,2.000,0.160,0.010,1
3755728064.311400,1857,2,2.012,2.000,35.138,3.086,0,0,2.000,2.000,0.180,0.010,1
3755728094.311400,2448,2,2.012,2.000,35.138,3.112,0,0,2.000,2.000,0.170,0.010,1
3755728124.311400,3030,2,2.013,2.001,35.138,3.257,0,0,2.000,2.000,0.170,0.010,1
3755728154.311400,3637,2,2.018,2.000,35.137,3.323,0,0,2.000,2.000,0.010,0.010,1
3755728184.311400,4231,2,2.022,2.000,35.135,3.332,0,0,2.000,2.000,0.000,0.010,1
3755728214.311400,4836,2,2.027,2.000,35.137,3.334,0,0,2.000,2.000,0.000,0.010,1
3755728244.311400,5432,2,2.015,2.000,35.138,3.336,0,0,2.000,2.000,0.140,0.010,1
3755728274.311400,6026,2,2.023,2.000,35.139,3.343,0,0,2.000,2.000,0.180,0.010,1
3755728304.311400,6633,2,2.031,2.000,35.141,3.342,0,0,2.000,2.000,0.000,0.010,1
3755728334.311400,7229,2,2.021,2.000,35.142,3.337,0,0,2.000,2.000,0.040,0.010,1
3755728364.311400,7825,2,2.016,2.000,35.145,3.327,0,0,2.000,2.000,0.160,0.010,1
3755728394.311400,8410,2,2.022,2.000,35.146,3.316,0,0,2.000,2.000,0.000,0.010,1
3755728424.311400,9027,2,2.029,2.000,35.148,3.306,0,0,2.000,2.000,0.060,0.010,1
3755728454.311400,9624,2,2.018,2.000,35.150,3.295,0,0,2.000,2.000,0.200,0.010,1
3755728484.311400,10199,2,2.022,2.000,35.150,3.287,0,0,2.000,2.000,0.030,0.010,1
3755728514.311400,10827,2,2.029,2.000,35.151,3.279,0,0,2.000,2.000,0.000,0.010,1
3755728544.311400,11403,2,2.022,2.000,35.152,3.271,0,0,2.000,2.000,0.160,0.010,1
3755728574.311400,11999,2,2.020,2.000,35.154,3.265,0,0,2.000,2.000,0.220,0.010,1
3755728604.311400,12606,2,2.017,2.000,35.155,3.259,0,0,2.000,2.000,0.060,0.010,1
3755728634.311400,13202,2,2.024,2.000,35.156,3.254,0,0,2.000,2.000,0.000,0.010,1
3755728664.311400,13799,2,2.024,2.000,35.157,3.251,0,0,2.000,2.000,0.000,0.010,1
3755728694.311400,14407,2,2.022,2.000,35.159,3.246,0,0,2.000,2.000,0.160,0.010,1
3755728724.311400,15003,2,2.011,2.000,35.161,3.241,0,0,2.000,2.000,0.200,0.010,1
3755728754.311400,15599,2,2.015,2.000,35.161,3.238,0,0,2.000,2.000,0.090,0.010,1
3755728784.311400,16197,2,2.022,2.000,35.163,3.235,0,0,2.000,2.000,0.060,0.010,1
3755728814.311400,16804,2,2.023,2.000,35.164,3.232,0,0,2.000,2.000,0.000,0.010,1
3755728844.311400,17401,2,2.024,2.000,35.164,3.228,0,0,2.000,2.000,0.000,0.010,1
3755728874.311400,17998,2,2.025,2.000,35.166,3.225,0,0,2.000,2.000,0.000,0.010,1
3755728904.311400,18607,2,2.018,2.000,35.167,3.222,0,0,2.000,2.000,0.110,0.010,1
3755728934.311400,19204,2,2.011,2.000,35.168,3.221,0,0,2.000,2.000,0.150,0.010,1
3755728964.311400,19801,2,2.014,2.000,35.169,3.217,0,0,2.000,2.000,0.200,0.010,1
3755728994.311400,20001,2,2.009,2.000,35.171,3.145,0,0,2.000,2.000,0.210,0.010,1
3755729024.311400,20000,1,2.010,2.001,35.172,3.074,0,0,2.000,2.000,0.120,0.010,1
3755729054.311400,20000,1,2.020,2.000,35.174,3.049,0,0,2.000,2.000,0.100,0.010,1
3755729084.311400,20000,1,2.022,2.000,35.176,3.042,0,0,2.000,2.000,0.090,0.010,1
3755729114.311400,20000,1,2.020,2.000,35.176,3.039,0,0,2.000,2.000,0.050,0.010,1
3755729144.311400,20000,1,2.018,2.000,35.176,3.038,0,0,2.000,2.000,0.000,0.010,1
3755729174.311400,20000,1,2.022,2.000,35.176,3.038,0,0,2.000,2.000,0.000,0.010,1
3755729204.311400,20000,1,2.014,2.000,35.176,3.038,0,0,2.000,2.000,0.000,0.010,1
3755729234.311400,20000,1,2.013,2.000,35.176,3.038,0,0,2.000,2.000,0.120,0.010,1
3755729264.311400,20000,1,2.010,2.000,35.176,3.036,0,0,2.000,2.000,0.190,0.010,1
3755729294.311400,20000,1,2.010,2.000,35.175,3.039,0,0,2.000,2.000,0.210,0.010,1
3755729324.311400,20000,1,2.014,2.000,35.175,3.038,0,0,2.000,2.000,0.160,0.010,1
3755729354.311400,20000,1,2.019,2.000,35.175,3.038,0,0,2.000,2.000,0.100,0.010,1
3755729384.311400,20000,1,2.017,2.000,35.174,3.039,0,0,2.000,2.000,0.050,0.010,1
3755729414.311400,20000,1,2.016,2.000,35.175,3.039,0,0,2.000,2.000,0.000,0.010,1
3755729444.311400,20000,1,2.015,2.000,35.175,3.037,0,0,2.000,2.000,0.000,0.010,1
3755729474.311400,20000,1,2.016,2.000,35.174,3.038,0,0,2.000,2.000,0.000,0.010,1
3755729504.311400,20000,1,2.013,2.000,35.175,3.039,0,0,2.000,2.000,0.080,0.010,1
3755729534.311400,20000,1,2.010,2.000,35.175,3.038,0,0,2.000,2.000,0.190,0.010,1
3755729564.311400,20000,1,2.008,2.000,35.174,3.039,0,0,2.000,2.000,0.210,0.010,1
3755729594.311400,20000,1,2.009,2.000,35.174,3.041,0,0,2.000,2.000,0.160,0.010,1
3755729624.311400,20000,1,2.019,2.000,35.174,3.041,0,0,2.000,2.000,0.000,0.010,1
3755729654.311400,20000,1,2.014,2.000,35.174,3.041,0,0,2.000,2.000,0.000,0.010,1
3755729684.311400,20000,1,2.021,2.000,35.175,3.041,0,0,2.000,2.000,0.000,0.010,1
3755729714.311400,20000,1,2.015,2.000,35.175,3.042,0,0,2.000,2.000,0.030,0.010,1
3755729744.311400,20000,1,2.011,2.000,35.176,3.042,0,0,2.000,2.000,0.130,0.010,1
3755729774.311400,20000,1,2.010,2.000,35.176,3.042,0,0,2.000,2.000,0.210,0.010,1
3755729804.311400,20000,1,2.010,2.000,35.176,3.040,0,0,2.000,2.000,0.190,0.010,1
3755729834.311400,20000,1,2.024,1.999,35.177,3.039,0,0,2.000,2.000,0.030,0.010,1
3755729864.311400,20000,1,2.016,2.000,35.178,3.039,0,0,2.000,2.000,0.000,0.010,1
3755729894.311400,20000,1,2.022,2.000,35.178,3.040,0,0,2.000,2.000,0.000,0.010,1
3755729924.311400,20000,1,2.012,2.000,35.178,3.040,0,0,2.000,2.000,0.000,0.010,1
3755729954.311400,20000,1,2.009,2.000,35.179,3.039,0,0,2.000,2.000,0.120,0.010,1
3755729984.311400,20000,1,2.008,2.000,35.179,3.039,0,0,2.000,2.000,0.210,0.010,1
3755730014.311400,20000,1,2.011,2.000,35.179,3.039,0,0,2.000,2.000,0.150,0.010,1
3755730044.311400,20000,1,2.018,2.000,35.179,3.040,0,0,2.000,2.000,0.020,0.010,1
3755730074.311400,20000,1,2.023,2.000,35.180,3.040,0,0,2.000,2.000,0.000,0.010,1
3755730104.311400,20000,1,2.018,2.000,35.181,3.039,0,0,2.000,2.000,0.000,0.010,1
3755730134.311400,20000,1,2.016,2.000,35.181,3.040,0,0,2.000,2.000,0.020,0.010,1
3755730164.311400,20000,1,2.011,2.000,35.181,3.040,0,0,2.000,2.000,0.130,0.010,1
3755730194.311400,20000,1,2.009,2.000,35.181,3.039,0,0,2.000,2.000,0.210,0.010,1
3755730224.311400,20000,1,2.017,2.000,35.181,3.041,0,0,2.000,2.000,0.150,0.010,1
3755730254.311400,20000,1,2.020,2.000,35.182,3.040,0,0,2.000,2.000,0.050,0.010,1
3755730284.311400,20000,1,2.021,2.000,35.182,3.041,0,0,2.000,2.000,0.000,0.010,1
3755730314.311400,20000,1,2.017,2.000,35.183,3.040,0,0,2.000,2.000,0.000,0.010,1
3755730344.311400,20000,1,2.019,2.000,35.182,3.040,0,0,2.000,2.000,0.000,0.010,1
3755730374.311400,20000,1,2.012,2.000,35.182,3.040,0,0,2.000,2.000,0.060,0.010,1
3755730404.311400,20000,1,2.010,2.000,35.183,3.041,0,0,2.000,2.000,0.210,0.010,1
3755730434.311400,20000,1,2.012,2.000,35.183,3.040,0,0,2.000,2.000,0.190,0.010,1
3755730464.311400,20000,1,2.017,2.000,35.183,3.040,0,0,2.000,2.000,0.090,0.010,1
3755730494.311400,20000,1,2.018,2.000,35.183,3.039,0,0,2.000,2.000,0.000,0.010,1
3755730524.311400,20000,1,2.020,2.000,35.183,3.039,0,0,2.000,2.000,0.000,0.010,1
3755730554.311400,20000,1,2.017,2.000,35.183,3.039,0,0,2.000,2.000,0.000,0.010,1
3755730584.311400,20000,1,2.011,2.000,35.184,3.040,0,0,2.000,2.000,0.050,0.010,1
3755730614.311400,20000,1,2.010,2.000,35.184,3.039,0,0,2.000,2.000,0.210,0.010,1
3755730644.311400,20000,1,2.010,2.000,35.184,3.038,0,0,2.000,2.000,0.200,0.010,1
3755730674.311400,20000,1,2.013,2.000,35.184,3.040,0,0,2.000,2.000,0.150,0.010,1
3755730704.311400,20000,1,2.018,1.999,35.184,3.039,0,0,2.000,2.000,0.000,0.010,1
3755730736.523400,20000,2,2.017,2.000,35.184,3.039,0,0,2.000,2.000,0.000,0.010,1
3755730766.523400,20000,1,2.010,2.000,35.185,3.038,0,0,2.000,2.000,0.090,0.010,1
3755730796.523400,20000,1,2.006,2.000,35.185,3.038,0,0,2.000,2.000,0.210,0.010,1
3755730826.523400,20000,1,2.008,2.000,35.186,3.039,0,0,2.000,2.000,0.180,0.010,1
3755730856.523400,20000,1,2.007,2.000,35.186,3.039,0,0,2.000,2.000,0.210,0.010,1
3755730886.523400,20000,1,2.013,2.000,35.186,3.039,0,0,2.000,2.000,0.000,0.010,1
3755730916.523400,20000,1,2.009,2.000,35.186,3.039,0,0,2.000,2.000,0.170,0.010,1
3755730946.523400,20000,1,2.005,2.000,35.186,3.039,0,0,2.000,2.000,0.210,0.010,1
3755730976.523400,20180,2,2.016,2.000,35.186,3.046,0,0,2.000,2.000,0.100,0.010,1
3755731006.523400,20745,2,2.018,2.000,35.186,3.167,0,0,2.000,2.000,0.000,0.010,1
3755731036.523400,21353,2,2.021,2.000,35.185,3.198,0,0,2.000,2.000,0.000,0.010,1
3755731066.523400,21949,2,2.009,2.000,35.185,3.204,0,0,2.000,2.000,0.090,0.010,1
3755731096.523400,22557,2,2.007,2.000,35.185,3.205,0,0,2.000,2.000,0.170,0.010,1
3755731126.523400,23154,2,2.009,2.000,35.186,3.203,0,0,2.000,2.000,0.210,0.010,1
3755731156.523400,23761,2,2.011,2.000,35.187,3.202,0,0,2.000,2.000,0.180,0.010,1
3755731186.523400,24367,2,2.015,2.000,35.189,3.199,0,0,2.000,2.000,0.160,0.010,1
3755731216.523400,24942,2,2.020,2.000,35.190,3.197,0,0,2.000,2.000,0.030,0.010,1
3755731246.523400,25550,2,2.021,2.000,35.191,3.197,0,0,2.000,2.000,0.000,0.010,1
3755731276.523400,26147,2,2.017,2.000,35.192,3.195,0,0,2.000,2.000,0.000,0.010,1
3755731306.523400,26755,2,2.017,2.000,35.194,3.192,0,0,2.000,2.000,0.000,0.010,1
3755731336.523400,27351,2,2.015,2.000,35.195,3.192,0,0,2.000,2.000,0.000,0.010,1
3755731366.523400,27959,2,2.007,2.000,35.197,3.190,0,0,2.000,2.000,0.070,0.010,1
3755731396.523400,28555,2,2.008,2.000,35.198,3.188,0,0,2.000,2.000,0.130,0.010,1
3755731426.523400,29142,2,2.011,2.000,35.199,3.188,0,0,2.000,2.000,0.200,0.010,1
3755731456.523400,29750,2,2.011,2.000,35.201,3.186,0,0,2.000,2.000,0.120,0.010,1
3755731486.523400,30346,2,2.020,2.000,35.202,3.182,0,0,2.000,2.000,0.040,0.010,1
3755731516.523400,30954,2,2.013,2.000,35.204,3.182,0,0,2.000,2.000,0.000,0.000,1
3755731546.523400,31550,2,2.020,2.000,35.207,3.181,0,0,2.000,2.000,0.000,0.000,1
3755731576.523400,32159,2,2.015,2.000,35.209,3.180,0,0,2.000,2.000,0.000,0.000,1
3755731606.523400,32734,2,2.005,2.000,35.210,3.179,0,0,2.000,2.000,0.150,0.000,1
3755731636.523400,33341,2,2.005,2.000,35.212,3.178,0,0,2.000,2.000,0.200,0.000,1
3755731666.523400,33938,2,2.012,2.000,35.213,3.176,0,0,2.000,2.000,0.130,0.000,1
3755731696.523400,34546,2,2.016,2.000,35.216,3.176,0,0,2.000,2.000,0.000,0.000,1
3755731726.523400,35154,2,2.013,2.000,35.217,3.175,0,0,2.000,2.000,0.000,0.000,1
3755731756.523400,35751,2,2.015,2.000,35.219,3.174,0,0,2.000,2.000,0.000,0.000,1
3755731786.523400,36348,2,2.006,2.000,35.222,3.174,0,0,2.000,2.000,0.130,0.000,1
3755731816.523400,36935,2,2.009,2.000,35.224,3.172,0,0,2.000,2.000,0.200,0.000,1
3755731846.523400,37544,2,2.013,2.000,35.226,3.171,0,0,2.000,2.000,0.100,0.000,1
3755731876.523400,38140,2,2.015,2.000,35.229,3.170,0,0,2.000,2.000,0.000,0.000,1
3755731906.523400,38748,2,2.015,2.000,35.232,3.168,0,0,2.000,2.000,0.000,0.000,1
3755731936.523400,39345,2,2.009,2.000,35.235,3.168,0,0,2.000,2.000,0.030,0.000,1
3755731966.523400,39954,2,2.004,2.000,35.238,3.168,0,0,2.000,2.000,0.140,0.000,1
3755731996.523400,40529,2,2.004,2.000,35.240,3.167,0,0,2.000,2.000,0.180,0.000,1
3755732026.523400,41137,2,2.012,2.000,35.243,3.167,0,0,2.000,2.000,0.080,0.000,1
3755732056.523400,41745,2,2.014,2.000,35.247,3.165,0,0,2.000,2.000,0.000,0.000,1
3755732086.523400,42343,2,2.011,2.000,35.250,3.164,0,0,2.000,2.000,0.000,0.000,1
3755732116.523400,42952,2,2.003,2.000,35.253,3.163,0,0,2.000,2.000,0.100,0.000,1
3755732146.523400,43548,2,1.999,2.000,35.256,3.163,0,0,2.000,2.000,0.200,0.000,1
3755732176.523400,44157,2,2.008,2.000,35.260,3.163,0,0,2.000,2.000,0.140,0.000,1
3755732206.523400,44733,2,2.011,2.000,35.263,3.162,0,0,2.000,2.000,0.000,0.000,1
3755732236.523400,45341,2,2.011,2.000,35.266,3.160,0,0,2.000,2.000,0.000,0.000,1
3755732266.523400,45938,2,2.000,2.000,35.270,3.160,0,0,2.000,2.000,0.030,0.000,1
3755732296.523400,46547,2,2.003,2.000,35.274,3.159,0,0,2.000,2.000,0.160,0.000,1
3755732326.523400,47156,2,2.004,2.000,35.278,3.158,0,0,2.000,2.000,0.200,0.000,1
3755732356.523400,47753,2,2.006,2.000,35.282,3.157,0,0,2.000,2.000,0.130,0.000,1
3755732386.523400,48361,2,2.009,2.000,35.285,3.157,0,0,2.000,2.000,0.030,0.000,1
3755732416.523400,48938,2,2.006,2.000,35.288,3.157,0,0,2.000,2.000,0.000,0.000,1
3755732446.523400,49545,2,2.006,2.000,35.292,3.155,0,0,2.000,2.000,0.050,0.000,1
3755732476.523400,49984,2,1.998,2.000,35.296,3.145,0,0,2.000,2.000,0.170,0.000,1
3755732506.523400,49999,2,1.997,2.000,35.299,3.080,0,0,2.000,2.000,0.200,0.000,1
3755732536.523400,49905,3,2.004,2.000,35.304,3.056,0,0,2.000,2.000,0.000,0.000,1
3755732566.523400,49325,3,2.010,2.000,35.308,3.049,0,0,2.000,2.000,0.000,0.000,1
3755732596.523400,48734,3,2.010,2.000,35.312,3.059,0,0,2.000,2.000,0.000,0.000,1
3755732626.523400,48130,3,2.013,2.000,35.314,3.081,0,0,2.000,2.000,0.000,0.000,1
3755732656.523400,47533,3,2.008,2.000,35.317,3.106,0,0,2.000,2.000,0.000,0.000,1
3755732686.523400,46934,3,2.009,2.000,35.319,3.128,0,0,2.000,2.000,0.000,0.000,1
3755732716.523400,46326,3,2.012,2.000,35.320,3.140,0,0,2.000,2.000,0.000,0.000,1
3755732746.523400,45746,3,2.007,2.000,35.321,3.146,0,0,2.000,2.000,0.020,0.000,1
3755732776.523400,45150,3,2.004,2.000,35.322,3.150,0,0,2.000,2.000,0.160,0.000,1
3755732806.523400,44543,3,2.000,2.000,35.323,3.153,0,0,2.000,2.000,0.170,0.000,1
3755732836.523400,43948,3,2.004,2.000,35.323,3.154,0,0,2.000,2.000,0.200,0.000,1
3755732866.523400,43352,3,2.000,2.000,35.324,3.156,0,0,2.000,2.000,0.210,0.000,1
3755732896.523400,42757,3,2.000,2.000,35.324,3.157,0,0,2.000,2.000,0.210,0.000,1
3755732926.523400,42149,3,2.005,2.000,35.323,3.159,0,0,2.000,2.000,0.170,0.000,1
3755732956.523400,41553,3,2.004,2.000,35.322,3.161,0,0,2.000,2.000,0.190,0.000,1
3755732986.523400,40956,3,2.006,2.000,35.322,3.160,0,0,2.000,2.000,0.080,0.000,1
3755733016.523400,40348,3,2.010,2.000,35.321,3.160,0,0,2.000,2.000,0.090,0.000,1
3755733046.523400,39753,3,2.012,2.000,35.319,3.162,0,0,2.000,2.000,0.000,0.000,1
3755733076.523400,39155,3,2.016,2.000,35.318,3.162,0,0,2.000,2.000,0.000,0.000,1
3755733106.523400,38549,3,2.013,2.000,35.316,3.165,0,0,2.000,2.000,0.000,0.000,1
3755733136.523400,37951,3,2.019,2.000,35.315,3.165,0,0,2.000,2.000,0.000,0.000,1
3755733166.523400,37356,3,2.016,2.000,35.314,3.166,0,0,2.000,2.000,0.000,0.000,1
3755733196.523400,36746,3,2.008,2.000,35.312,3.166,0,0,2.000,2.000,0.030,0.000,1
3755733226.523400,36149,3,2.007,2.000,35.311,3.167,0,0,2.000,2.000,0.000,0.000,1
3755733256.523400,35552,3,2.010,2.000,35.309,3.168,0,0,2.000,2.000,0.130,0.000,1
3755733286.523400,34946,3,2.007,2.000,35.307,3.168,0,0,2.000,2.000,0.110,0.000,1
3755733316.523400,34348,3,2.008,2.000,35.306,3.168,0,0,2.000,2.000,0.200,0.000,1
3755733346.523400,33750,3,2.006,2.000,35.304,3.170,0,0,2.000,2.000,0.200,0.000,1
3755733376.523400,33144,3,2.009,2.000,35.301,3.173,0,0,2.000,2.000,0.190,0.000,1
3755733406.523400,32547,3,2.009,2.000,35.300,3.174,0,0,2.000,2.000,0.200,0.000,1
3755733436.523400,31950,3,2.003,2.000,35.298,3.174,0,0,2.000,2.000,0.210,0.000,1
