[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3755332316.059400,0,1,299.986,300.075,42.587,3.229,0,0,300.000,300.000,13.640,11.090,4
3755332346.059400,0,1,299.926,300.002,42.634,3.229,0,0,300.000,300.000,15.770,10.680,4
3755332376.059400,0,1,300.060,300.007,42.680,3.229,0,0,300.000,300.000,15.180,10.590,1
3755332406.059400,0,1,300.040,300.006,42.723,3.229,0,0,300.000,300.000,13.270,10.440,1
3755332436.059400,0,1,299.920,300.003,42.762,3.228,0,0,300.000,300.000,14.820,10.410,1
3755332466.059400,0,1,300.012,300.001,42.798,3.229,0,0,300.000,300.000,15.650,10.370,1
3755332496.059400,0,1,300.070,300.000,42.831,3.229,0,0,300.000,300.000,13.550,10.320,1
3755332526.059400,0,1,299.946,300.000,42.857,3.230,0,0,300.000,300.000,13.920,10.310,1
3755332556.059400,0,1,299.964,300.000,42.883,3.229,0,0,300.000,300.000,15.750,10.320,1
3755332586.059400,0,1,300.074,299.998,42.904,3.228,0,0,300.000,300.000,14.160,10.290,1
3755332595.103400,0,1,300.071,300.000,42.909,3.229,0,0,300.000,300.000,13.640,10.290,1
3755332625.103400,0,1,299.953,300.000,42.927,3.229,0,0,300.000,300.000,13.920,10.270,1
3755332640.751400,0,1,299.927,300.001,42.934,3.229,0,0,300.000,300.000,14.970,10.290,1
3755332670.751400,0,1,300.028,299.999,42.946,3.230,0,0,300.000,300.000,15.260,10.290,1
3755332700.751400,0,1,300.050,300.001,42.957,3.230,0,0,300.000,300.000,13.440,10.270,1
3755332730.751400,0,1,299.941,299.999,42.965,3.230,0,0,300.000,300.000,14.290,10.290,1
3755332760.751400,0,1,299.986,299.999,42.970,3.230,0,0,300.000,300.000,15.510,10.270,1
3755332790.751400,0,1,300.067,300.002,42.975,3.230,0,0,300.000,300.000,13.950,10.240,1
3755332820.751400,0,1,299.678,299.436,42.976,3.229,1,1,2.000,2.000,0.000,3.500,3
3755332850.751400,0,1,298.077,297.380,42.977,3.229,1,1,300.000,300.000,0.000,0.000,3
3755332880.751400,0,1,296.639,296.048,42.975,3.229,1,1,300.000,300.000,0.000,0.000,3
3755332910.751400,0,1,295.299,294.885,42.972,3.229,1,1,300.000,300.000,0.000,0.000,3
3755332940.751400,0,1,294.027,293.786,42.967,3.230,1,1,300.000,300.000,0.000,0.000,3
3755332970.751400,0,1,292.807,292.722,42.962,3.229,1,1,300.000,300.000,0.000,0.000,3
3755333000.751400,0,1,291.633,291.685,42.955,3.228,1,1,300.000,300.000,0.000,0.000,3
3755333030.751400,0,1,290.457,290.639,42.946,3.229,1,1,300.000,300.000,0.000,0.000,3
3755333060.751400,0,1,289.354,289.656,42.937,3.229,1,1,300.000,300.000,0.000,0.000,3
3755333090.751400,0,1,288.282,288.689,42.928,3.228,1,1,300.000,300.000,0.000,0.000,3
3755333113.464400,0,1,287.468,287.954,42.919,3.229,1,1,300.000,300.000,0.000,0.000,3
3755333143.464400,0,1,288.854,293.453,42.908,3.228,0,0,300.000,300.000,87.130,86.910,4
3755333173.464400,0,1,297.948,304.401,42.895,3.228,0,0,300.000,300.000,92.070,20.330,4
3755333203.464400,0,1,304.657,299.080,42.884,3.230,0,0,300.000,300.000,9.490,13.460,4
3755333233.464400,0,1,302.841,300.327,42.873,3.230,0,0,300.000,300.000,0.000,17.730,4
3755333263.464400,0,1,300.706,300.155,42.861,3.232,0,0,300.000,300.000,0.000,11.330,4
3755333293.464400,0,1,299.155,299.969,42.850,3.232,0,0,300.000,300.000,13.370,11.800,4
3755333323.464400,0,1,299.856,300.051,42.839,3.231,0,0,300.000,300.000,29.570,11.090,4
3755333353.464400,0,1,300.909,300.008,42.827,3.230,0,0,300.000,300.000,7.250,10.760,4
3755333383.464400,0,1,299.598,300.011,42.815,3.230,0,0,300.000,300.000,5.160,10.560,1
3755333413.464400,0,1,299.372,300.004,42.802,3.230,0,0,300.000,300.000,27.630,10.460,1
3755333443.464400,0,1,300.777,300.000,42.790,3.230,0,0,300.000,300.000,15.770,10.440,1
3755333473.464400,0,1,300.185,300.004,42.778,3.230,0,0,300.000,300.000,1.300,10.340,1
3755333503.464400,0,1,299.168,300.002,42.765,3.230,0,0,300.000,300.000,20.540,10.290,1
3755333533.464400,0,1,300.329,299.996,42.752,3.229,0,0,300.000,300.000,23.740,10.360,1
3755333563.464400,0,1,300.598,300.002,42.738,3.228,0,0,300.000,300.000,3.070,10.290,1
3755333593.464400,0,1,299.320,300.001,42.726,3.229,0,0,300.000,300.000,12.540,10.260,1
3755333623.464400,0,1,299.841,300.000,42.713,3.229,0,0,300.000,300.000,26.680,10.310,1
3755333653.464400,0,1,300.755,299.999,42.701,3.229,0,0,300.000,300.000,8.770,10.290,1
3755333683.464400,0,1,299.740,300.003,42.689,3.230,0,0,300.000,300.000,5.640,10.260,1
3755333713.464400,0,1,299.425,299.998,42.676,3.230,0,0,300.000,300.000,24.660,10.260,1
3755333743.464400,0,1,300.603,299.999,42.664,3.229,0,0,300.000,300.000,16.730,10.270,1
3755333773.464400,0,1,300.180,300.002,42.652,3.230,0,0,300.000,300.000,3.340,10.220,1
3755333803.464400,0,1,299.310,299.998,42.641,3.228,0,0,300.000,300.000,18.950,10.170,1
3755333833.464400,0,1,300.246,299.998,42.630,3.229,0,0,300.000,300.000,22.310,10.240,1
3755333863.464400,0,1,300.536,300.001,42.618,3.229,0,0,300.000,300.000,5.510,10.270,1
