[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status,in plane position,out plane position
3785149620.189000,0,4,12.000,12.005,36.129,3.104,0,0,12.000,12.000,0.160,0.970,4,0.000000,0.000000
3785149636.374000,0,1,12.000,12.005,36.128,3.104,0,0,12.000,12.000,0.160,0.980,4,0.000000,0.000000
3785149650.412000,0,1,12.000,11.994,36.127,3.105,0,0,12.000,12.000,0.160,1.000,4,0.000000,0.000000
3785149751.219000,0,4,12.000,11.999,36.126,3.102,0,0,12.000,12.000,0.160,0.990,4,0.000000,0.000000
3785149781.219000,0,1,12.000,11.999,36.126,3.104,0,0,12.000,12.000,0.160,0.990,1,0.000000,0.000000
3785149834.345000,0,1,12.000,12.001,36.124,3.104,0,0,12.000,12.000,0.160,0.980,1,0.000000,0.000000
3785149872.752000,0,4,12.000,12.003,36.122,3.104,0,0,12.000,12.000,0.160,0.970,4,89.965614,-21.979648
3785149925.536000,0,1,12.000,11.999,36.120,3.103,0,0,12.000,12.000,0.160,0.990,1,89.966017,-21.979648
3785150157.491000,0,1,12.000,11.999,36.108,3.101,0,0,12.000,12.000,0.160,0.990,1,90.331654,-21.979648
3785150187.491000,0,1,12.000,11.997,36.107,3.101,0,0,12.000,12.000,0.160,0.950,1,92.127625,-21.979648
3785150217.491000,0,1,12.000,12.002,36.106,3.103,0,0,12.000,12.000,0.160,0.930,1,94.654601,-21.979648
3785150247.491000,0,1,12.000,11.996,36.106,3.103,0,0,12.000,12.000,0.160,0.960,1,97.092182,-21.979648
3785150277.491000,0,1,12.000,12.000,36.104,3.103,0,0,12.000,12.000,0.160,0.950,1,100.380097,-21.979648
3785150332.478000,0,1,12.000,12.001,36.102,3.102,0,0,12.000,12.000,0.160,0.950,1,106.673645,-21.979648
3785150362.478000,0,1,12.000,11.998,36.101,3.101,0,0,12.000,12.000,0.160,0.950,1,103.905729,-21.979648
3785150392.478000,0,1,12.000,12.001,36.100,3.101,0,0,12.000,12.000,0.160,0.940,1,100.587345,-21.979648
3785150422.478000,0,1,12.000,11.999,36.099,3.101,0,0,12.000,12.000,0.160,0.980,1,100.003050,-21.979648
3785150452.478000,0,1,12.000,12.001,36.098,3.101,0,0,12.000,12.000,0.160,0.970,1,100.003453,-21.979648
3785150482.478000,0,1,12.000,12.001,36.098,3.101,0,0,12.000,12.000,0.160,0.980,1,100.003587,-21.979648
3785150512.478000,0,1,12.000,12.003,36.095,3.102,0,0,12.000,12.000,0.160,0.980,1,100.003184,-21.979648
3785150542.478000,0,1,12.000,12.003,36.094,3.102,0,0,12.000,12.000,0.160,0.970,1,100.002513,-21.979648
3785150572.478000,0,1,12.000,12.004,36.092,3.103,0,0,12.000,12.000,0.160,0.960,1,100.002379,-21.979648
3785150602.478000,0,1,12.000,11.997,36.091,3.102,0,0,12.000,12.000,0.160,0.970,1,101.023317,-21.979648
3785150632.478000,0,1,12.001,12.008,36.092,3.103,0,0,12.000,12.000,0.160,0.960,1,101.349760,-21.979648
3785150662.478000,0,1,12.000,12.001,36.092,3.102,0,0,12.000,12.000,0.160,0.980,1,102.005866,-21.979648
3785150692.478000,0,1,12.000,11.998,36.092,3.102,0,0,12.000,12.000,0.160,0.960,1,102.950160,-21.979648
3785150722.478000,0,1,12.000,12.002,36.091,3.104,0,0,12.000,12.000,0.160,0.960,1,103.643045,-21.979648
3785150752.478000,0,1,12.000,12.001,36.088,3.103,0,0,12.000,12.000,0.160,0.980,1,104.002776,-21.979648
3785150782.478000,0,1,12.000,11.994,36.087,3.104,0,0,12.000,12.000,0.160,0.980,1,105.102909,-21.979648
3785150812.478000,0,1,12.000,11.994,36.086,3.102,0,0,12.000,12.000,0.160,0.990,1,105.004922,-21.979648
3785150842.478000,0,1,12.000,12.002,36.085,3.102,0,0,12.000,12.000,0.160,0.970,1,105.005593,-21.979648
3785150872.478000,0,1,12.000,11.999,36.086,3.102,0,0,12.000,12.000,0.160,0.990,1,105.005459,-21.979648
3785150902.478000,0,1,12.000,11.996,36.085,3.103,0,0,12.000,12.000,0.160,0.980,1,105.012171,-21.979648
3785150932.478000,0,1,12.000,12.002,36.084,3.103,0,0,12.000,12.000,0.160,0.970,1,105.226667,-21.979648
3785150962.478000,0,1,12.000,12.000,36.083,3.103,0,0,12.000,12.000,0.160,0.980,1,106.004652,-21.979648
3785150992.478000,0,1,11.999,11.994,36.081,3.102,0,0,12.000,12.000,0.160,0.980,1,107.047872,-21.979648
3785151022.478000,0,1,12.000,11.996,36.079,3.102,0,0,12.000,12.000,0.160,0.990,1,106.994181,-21.979648
3785151052.478000,0,1,12.000,11.998,36.079,3.102,0,0,12.000,12.000,0.160,0.990,1,107.995522,-21.979648
3785151082.478000,0,1,11.999,11.994,36.079,3.101,0,0,12.000,12.000,0.160,0.980,1,109.041158,-21.979648
3785151112.478000,0,1,12.000,12.000,36.079,3.102,0,0,12.000,12.000,0.160,0.940,1,106.328813,-21.979648
3785151142.478000,0,1,12.000,11.999,36.079,3.102,0,0,12.000,12.000,0.160,0.950,1,109.739681,-21.979648
3785151172.478000,0,1,12.000,12.000,36.078,3.102,0,0,12.000,12.000,0.160,0.980,1,109.995251,-21.979648
3785151202.478000,0,1,12.000,11.993,36.076,3.102,0,0,12.000,12.000,0.160,0.980,1,110.979545,-21.979648
3785151232.478000,0,1,12.000,12.002,36.075,3.102,0,0,12.000,12.000,0.150,0.970,1,111.281289,-21.979648
3785151262.478000,0,1,12.000,12.004,36.074,3.102,0,0,12.000,12.000,0.160,0.970,1,111.998604,-21.979648
3785151292.478000,0,1,12.000,11.994,36.073,3.100,0,0,12.000,12.000,0.160,0.980,1,113.002227,-21.979648
3785151322.478000,0,1,12.000,12.004,36.072,3.102,0,0,12.000,12.000,0.160,0.960,1,113.535246,-21.979648
3785151352.478000,0,1,12.000,11.999,36.071,3.103,0,0,12.000,12.000,0.160,0.950,1,111.936993,-21.979648
