[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, quantum design, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Temp(K),Temp Status,Field(Oe),Field Status,Chamber Status2
3766648105.558872,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648135.559490,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648151.002798,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648181.244584,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648211.244689,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648275.023836,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648317.145454,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648347.145560,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648351.561623,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648388.793234,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648418.793392,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648448.793509,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648459.792110,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648489.792727,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648519.793351,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648625.308944,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648655.309050,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648685.309193,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648715.309817,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648745.310467,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648775.310608,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648805.310785,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648835.310996,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648865.311178,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648895.311352,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648925.311493,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648955.311702,300.000000,Standby,0.000000,StablePersistent,Sealed
3766648985.311851,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649015.312025,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649045.312234,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649075.312924,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649105.313100,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649135.313281,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649165.313420,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649195.313598,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649225.313775,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649255.313952,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649285.314131,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649315.314307,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649345.314483,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649375.314661,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649405.314837,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649435.315014,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649465.315192,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649495.315372,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649525.315547,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649555.315765,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649585.315937,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649615.316078,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649645.316300,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649675.316431,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649705.316608,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649735.316785,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649765.317007,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649795.317654,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649825.318195,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649855.319379,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649885.320020,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649915.320197,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649945.320866,300.000000,Standby,0.000000,StablePersistent,Sealed
3766649975.321554,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650005.321882,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650035.322569,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650065.323045,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650095.323243,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650125.323309,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650155.323454,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650185.323995,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650215.324201,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650245.324211,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650275.324421,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650305.325094,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650335.325274,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650365.326015,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650395.326191,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650425.326462,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650455.326598,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650485.326626,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650515.326763,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650545.327487,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650575.327633,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650605.328503,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650635.328679,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650665.328815,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650695.328990,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650725.328999,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650755.329179,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650785.329347,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650815.329503,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650845.329636,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650875.329813,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650905.330072,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650935.330243,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650965.331211,300.000000,Standby,0.000000,StablePersistent,Sealed
3766650995.332049,300.000000,Standby,0.000000,StablePersistent,Sealed
3766651025.332248,300.000000,Standby,0.000000,StablePersistent,Sealed
3766651055.332475,300.000000,Standby,0.000000,StablePersistent,Sealed
3766651085.332637,300.000000,Standby,0.000000,StablePersistent,Sealed
3766653325.672131,300.000000,Standby,0.000000,StablePersistent,Sealed
