[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3749434415.505400,,,154.224,153.235,0.000,0.000,1,1,200.000,200.000,22,13,2
3749434420.505400,,,154.599,153.469,0.000,0.000,1,1,200.000,200.000,17,13,2
3749434425.505400,,,154.852,153.704,0.000,0.000,1,1,200.000,200.000,12,14,2
3749434430.505400,,,154.975,153.948,0.000,0.000,1,1,200.000,200.000,8,14,2
3749434435.505400,,,154.981,154.191,0.000,0.000,1,1,200.000,200.000,5,14,2
3749434440.505400,,,154.909,154.435,0.000,0.000,1,1,200.000,200.000,4,14,2
3749434445.505400,,,154.791,154.674,0.000,0.000,1,1,200.000,200.000,5,14,2
3749434450.505400,,,154.665,154.925,0.000,0.000,1,1,200.000,200.000,8,14,2
3749434455.505400,,,154.574,155.184,0.000,0.000,1,1,200.000,200.000,12,14,2
3749434460.505400,,,154.559,155.435,0.000,0.000,1,1,200.000,200.000,17,15,2
3749434465.505400,,,154.649,155.691,0.000,0.000,1,1,200.000,200.000,23,15,2
3749434470.505400,,,154.861,155.935,0.000,0.000,1,1,200.000,200.000,28,15,2
3749434475.505400,,,155.208,156.186,0.000,0.000,1,1,200.000,200.000,33,15,2
3749434480.505400,,,155.681,156.443,0.000,0.000,1,1,200.000,200.000,36,15,2
3749434485.505400,,,156.230,156.691,0.000,0.000,1,1,200.000,200.000,38,15,2
3749434490.505400,,,156.825,156.942,0.000,0.000,1,1,200.000,200.000,37,15,2
3749434495.505400,,,157.432,157.183,0.000,0.000,1,1,200.000,200.000,35,15,2
3749434500.505400,,,158.031,157.431,0.000,0.000,1,1,200.000,200.000,32,15,2
3749434505.505400,,,158.568,157.688,0.000,0.000,1,1,200.000,200.000,27,15,2
3749434510.505400,,,158.990,157.935,0.000,0.000,1,1,200.000,200.000,21,15,2
3749434515.505400,,,159.294,158.187,0.000,0.000,1,1,200.000,200.000,16,15,2
3749434520.505400,,,159.472,158.435,0.000,0.000,1,1,200.000,200.000,12,15,2
3749434525.505400,,,159.547,158.678,0.000,0.000,1,1,200.000,200.000,8,15,2
3749434530.505400,,,159.521,158.933,0.000,0.000,1,1,200.000,200.000,7,16,2
3749434535.505400,,,159.435,159.181,0.000,0.000,1,1,200.000,200.000,7,16,2
3749434540.505400,,,159.328,159.431,0.000,0.000,1,1,200.000,200.000,8,16,2
3749434545.505400,,,159.236,159.673,0.000,0.000,1,1,200.000,200.000,12,16,2
3749434550.505400,,,159.192,159.921,0.000,0.000,1,1,200.000,200.000,16,16,2
3749434555.505400,,,159.239,160.175,0.000,0.000,1,1,200.000,200.000,21,16,2
3749434560.505400,,,159.399,160.422,0.000,0.000,1,1,200.000,200.000,27,16,2
3749434565.505400,,,159.672,160.672,0.000,0.000,1,1,200.000,200.000,32,16,2
3749434570.505400,,,160.058,160.913,0.000,0.000,1,1,200.000,200.000,36,16,2
3749434575.505400,,,160.553,161.160,0.000,0.000,1,1,200.000,200.000,38,16,2
3749434580.505400,,,161.129,161.414,0.000,0.000,1,1,200.000,200.000,39,16,2
3749434585.505400,,,161.724,161.662,0.000,0.000,1,1,200.000,200.000,37,16,2
3749434590.505400,,,162.315,161.912,0.000,0.000,1,1,200.000,200.000,35,16,2
3749434595.505400,,,162.856,162.158,0.000,0.000,1,1,200.000,200.000,31,16,2
3749434600.505400,,,163.332,162.406,0.000,0.000,1,1,200.000,200.000,26,16,2
3749434605.505400,,,163.702,162.655,0.000,0.000,1,1,200.000,200.000,21,16,2
3749434610.505400,,,163.952,162.907,0.000,0.000,1,1,200.000,200.000,16,17,2
3749434615.505400,,,164.096,163.160,0.000,0.000,1,1,200.000,200.000,12,17,2
