[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3755481258.718400,0,1,300.026,300.005,42.273,3.225,0,0,300.000,300.000,16.430,10.560,1
3755481288.718400,0,1,300.102,300.003,42.344,3.225,0,0,300.000,300.000,13.510,10.470,1
3755481318.718400,0,1,299.925,300.001,42.415,3.226,0,0,300.000,300.000,14.060,10.460,1
3755481348.718400,0,1,299.952,300.000,42.480,3.226,0,0,300.000,300.000,16.450,10.420,1
3755481378.718400,0,1,300.104,300.001,42.541,3.225,0,0,300.000,300.000,14.380,10.390,1
3755481408.718400,0,1,299.986,300.002,42.596,3.227,0,0,300.000,300.000,13.270,10.370,1
3755481438.718400,0,1,299.909,299.999,42.646,3.226,0,0,300.000,300.000,15.930,10.360,1
3755481468.718400,0,1,300.065,300.000,42.689,3.227,0,0,300.000,300.000,15.360,10.360,1
3755481498.718400,0,1,300.050,300.000,42.730,3.227,0,0,300.000,300.000,13.170,10.360,1
3755481528.718400,0,1,299.906,300.000,42.765,3.228,0,0,300.000,300.000,14.890,10.320,1
3755481558.718400,0,1,300.012,300.000,42.797,3.227,0,0,300.000,300.000,15.950,10.340,1
3755481588.718400,0,1,300.084,300.001,42.825,3.227,0,0,300.000,300.000,13.570,10.340,1
3755481618.718400,0,1,299.940,300.000,42.847,3.227,0,0,300.000,300.000,13.900,10.320,1
3755481648.718400,0,1,299.955,299.999,42.867,3.227,0,0,300.000,300.000,16.010,10.320,1
3755481678.718400,0,1,300.085,300.002,42.884,3.226,0,0,300.000,300.000,14.380,10.310,1
3755481708.718400,0,1,299.990,300.001,42.898,3.226,0,0,300.000,300.000,13.350,10.310,1
3755481738.718400,0,1,299.921,300.001,42.908,3.227,0,0,300.000,300.000,15.550,10.310,1
3755481768.718400,0,1,300.055,299.998,42.915,3.227,0,0,300.000,300.000,15.160,10.290,1
3755481798.718400,0,1,300.042,300.000,42.920,3.227,0,0,300.000,300.000,13.260,10.290,1
3755481828.718400,0,1,299.922,299.998,42.923,3.228,0,0,300.000,300.000,14.780,10.290,1
