[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3748994590.414000,0.000,Standby,1.481,1.500,0.000,0.000,0,0,1.500,1.500,0,0,4
3748994620.414000,0.000,Standby,1.523,1.659,0.000,0.000,1,1,2.000,2.000,0,0,2
3748994650.414000,0.000,Standby,1.768,3.635,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994680.414000,0.000,Standby,1.852,3.863,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994710.414000,0.000,Standby,1.999,3.842,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994740.414000,0.000,Standby,2.044,3.794,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994770.414000,0.000,Standby,2.027,3.739,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994800.414000,0.000,Standby,2.021,3.796,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994830.414000,0.000,Standby,2.016,3.767,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994860.414000,0.000,Standby,2.015,3.806,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994890.414000,0.000,Standby,2.011,3.789,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994920.414000,0.000,Standby,2.010,3.782,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994950.414000,0.000,Standby,2.007,3.765,0.000,0.000,0,0,2.000,2.000,0,0,4
3748994980.414000,0.000,Standby,2.003,3.783,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995010.414000,0.000,Standby,2.002,3.742,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995040.414000,0.000,Standby,2.006,3.763,0.000,0.000,0,0,2.000,2.000,0,1,4
3748995070.414000,0.000,Standby,2.006,3.778,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995100.414000,0.000,Standby,2.005,3.797,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995130.414000,0.000,Standby,2.004,3.811,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995160.414000,0.000,Standby,2.076,3.720,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995190.414000,0.000,Standby,2.311,2.251,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995220.414000,0.000,Standby,2.181,2.341,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995250.414000,0.000,Standby,1.746,1.754,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995280.414000,0.000,Standby,1.671,1.680,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995310.414000,0.000,Standby,1.656,1.667,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995340.414000,0.000,Standby,1.635,1.646,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995370.414000,0.000,Standby,1.615,1.626,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995400.414000,0.000,Standby,1.603,1.619,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995430.414000,0.000,Standby,1.596,1.612,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995460.414000,0.000,Standby,1.589,1.605,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995490.414000,0.000,Standby,1.582,1.600,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995520.414000,0.000,Standby,1.576,1.594,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995550.414000,0.000,Standby,1.570,1.589,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995580.414000,0.000,Standby,1.565,1.584,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995610.414000,0.000,Standby,1.560,1.580,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995640.414000,0.000,Standby,1.762,3.795,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995670.414000,0.000,Standby,1.902,3.813,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995700.414000,0.000,Standby,2.101,3.706,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995730.414000,0.000,Standby,2.079,3.699,0.000,0.000,0,0,2.000,2.000,0,1,4
3748995760.414000,0.000,Standby,2.045,3.771,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995790.414000,0.000,Standby,2.030,3.768,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995820.414000,0.000,Standby,2.026,3.735,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995850.414000,0.000,Standby,2.010,3.670,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995880.414000,0.000,Standby,2.007,3.691,0.000,0.000,0,0,2.000,2.000,0,1,4
3748995910.414000,0.000,Standby,2.003,3.711,0.000,0.000,0,0,2.000,2.000,0,1,4
3748995940.414000,0.000,Standby,2.006,3.697,0.000,0.000,0,0,2.000,2.000,0,0,4
3748995970.414000,0.000,Standby,1.996,3.717,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996000.414000,0.000,Standby,2.004,3.712,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996030.414000,0.000,Standby,2.004,3.767,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996060.414000,0.000,Standby,1.977,3.633,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996090.414000,0.000,Standby,1.950,2.014,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996120.414000,0.000,Standby,1.956,2.021,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996150.414000,0.000,Standby,1.972,2.006,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996180.414000,0.000,Standby,1.982,2.007,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996210.414000,0.000,Standby,1.988,2.018,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996240.414000,0.000,Standby,1.993,2.017,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996270.414000,0.000,Standby,1.994,2.019,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996300.414000,0.000,Standby,1.997,2.016,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996330.414000,0.000,Standby,1.997,2.010,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996360.414000,0.000,Standby,1.999,2.021,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996390.414000,0.000,Standby,1.733,1.778,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996420.414000,0.000,Standby,2.065,3.764,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996450.414000,0.000,Standby,2.078,3.733,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996480.414000,0.000,Standby,2.055,3.742,0.000,0.000,0,0,2.000,2.000,0,1,4
3748996510.414000,0.000,Standby,2.092,3.960,0.000,0.000,0,0,2.000,2.000,0,1,4
3748996540.414000,0.000,Standby,2.053,3.699,0.000,0.000,0,0,2.000,2.000,0,1,4
3748996570.414000,0.000,Standby,1.978,2.081,0.000,0.000,0,0,2.000,2.000,0,0,4
3748996600.414000,0.000,Standby,1.934,2.014,0.000,0.000,0,0,2.000,2.000,0,0,1
3748996630.414000,0.000,Standby,2.770,2.791,0.000,0.000,1,1,5.000,5.000,0,0,2
3748996660.414000,0.000,Standby,3.840,3.755,0.000,0.000,1,1,5.000,5.000,0,2,2
3748996690.414000,0.000,Standby,4.793,4.776,0.000,0.000,1,1,5.000,5.000,0,4,2
3748996720.414000,0.000,Standby,5.002,4.993,0.000,0.000,0,0,5.000,5.000,0,3,4
3748996750.414000,0.000,Standby,5.009,4.995,0.000,0.000,0,0,5.000,5.000,0,3,1
