[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3748905208.777000,0.000,Standby,296.974,297.340,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905238.777000,0.000,Standby,296.941,297.310,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905268.777000,0.000,Standby,296.909,297.280,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905298.777000,0.000,Standby,296.878,297.247,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905328.777000,0.000,Standby,296.845,297.217,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905358.777000,0.000,Standby,296.813,297.187,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905388.777000,0.000,Standby,296.780,297.152,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905418.777000,0.000,Standby,296.745,297.122,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905448.777000,0.000,Standby,296.711,297.090,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905478.777000,0.000,Standby,296.678,297.058,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905508.777000,0.000,Standby,296.642,297.024,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905538.777000,0.000,Standby,296.609,296.991,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905568.777000,0.000,Standby,296.571,296.954,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905598.777000,0.000,Standby,296.536,296.923,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905628.777000,0.000,Standby,296.501,296.889,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905658.777000,0.000,Standby,296.464,296.854,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905688.777000,0.000,Standby,296.425,296.817,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905718.777000,0.000,Standby,296.387,296.781,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905748.777000,0.000,Standby,296.349,296.747,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905888.142000,0.000,Standby,296.166,296.574,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905918.142000,0.000,Standby,296.126,296.537,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905948.142000,0.000,Standby,296.086,296.498,0.000,0.000,0,0,2.000,2.000,0,0,4
3748905978.142000,0.000,Standby,296.043,296.460,0.000,0.000,0,0,2.000,2.000,0,0,4
3748906008.142000,0.000,Standby,296.002,296.421,0.000,0.000,0,0,2.000,2.000,0,0,4
3748906038.142000,0.000,Standby,295.959,296.382,0.000,0.000,0,0,2.000,2.000,0,0,4
3748906068.142000,0.000,Standby,295.918,296.344,0.000,0.000,0,0,2.000,2.000,0,0,4
3748906098.142000,0.000,Standby,295.875,296.301,0.000,0.000,0,0,2.000,2.000,0,0,4
3748906128.142000,0.000,Standby,295.831,296.261,0.000,0.000,0,0,2.000,2.000,0,0,4
3748906158.142000,0.000,Standby,295.787,296.219,0.000,0.000,0,0,2.000,2.000,0,0,4
