[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3755556116.274400,0,1,300.001,0.000,41.587,3.225,0,0,300.000,300.000,17.990,0.000,4
3755556146.274400,1565,2,300.007,0.000,41.587,3.264,0,0,300.000,300.000,17.780,0.000,4
3755556176.274400,4433,2,299.995,0.000,41.586,3.883,0,0,300.000,300.000,17.890,0.000,4
3755556206.274400,7373,2,299.998,0.000,41.583,4.087,0,0,300.000,300.000,18.010,0.000,4
3755556236.274400,9803,2,300.006,0.000,41.576,4.058,0,0,300.000,300.000,17.930,0.000,4
3755556266.274400,9037,3,300.001,0.000,41.574,3.722,0,0,300.000,300.000,17.800,0.000,4
3755556296.274400,6134,3,299.994,0.000,41.577,3.651,0,0,300.000,300.000,17.910,0.000,4
3755556326.274400,3119,3,300.001,0.000,41.581,3.866,0,0,300.000,300.000,17.970,0.000,4
3755556356.274400,195,3,300.005,0.000,41.582,4.022,0,0,300.000,300.000,17.800,0.000,4
3755556386.274400,-2697,3,299.995,0.000,41.580,4.227,0,0,300.000,300.000,17.930,0.000,4
3755556416.274400,-5696,3,299.998,0.000,41.576,4.382,0,0,300.000,300.000,18.030,0.000,4
3755556446.274400,-6995,3,300.007,0.000,41.573,4.115,0,0,300.000,300.000,17.820,0.000,4
3755556476.274400,-6750,2,299.997,0.000,41.574,3.711,0,0,300.000,300.000,17.840,0.000,4
3755556506.274400,-3992,2,299.996,0.000,41.580,3.560,0,0,300.000,300.000,17.950,0.000,4
3755556536.274400,-1056,2,300.007,0.000,41.587,3.790,0,0,300.000,300.000,17.930,0.000,4
3755556566.274400,1819,2,300.000,0.000,41.587,4.038,0,0,300.000,300.000,17.800,0.000,4
3755556596.274400,4532,2,299.996,0.000,41.583,4.368,0,0,300.000,300.000,17.950,0.000,4
3755556626.274400,4894,2,300.002,0.000,41.577,3.981,0,0,300.000,300.000,17.950,0.000,4
3755556656.274400,3752,3,300.001,0.000,41.576,3.641,0,0,300.000,300.000,17.820,0.000,4
3755556686.274400,892,3,299.997,0.000,41.581,3.604,0,0,300.000,300.000,17.890,0.000,4
3755556716.274400,-1961,3,300.000,0.000,41.585,3.877,0,0,300.000,300.000,17.930,0.000,4
3755556746.274400,-3427,3,300.003,0.000,41.585,4.077,0,0,300.000,300.000,17.780,0.000,4
3755556776.274400,-1222,2,299.998,0.000,41.580,3.749,0,0,300.000,300.000,17.820,0.000,4
3755556806.274400,1534,2,299.999,0.000,41.581,3.710,0,0,300.000,300.000,17.910,0.000,4
3755556836.274400,2395,2,300.002,0.000,41.584,3.700,0,0,300.000,300.000,17.870,0.000,4
3755556866.274400,1849,3,300.000,0.000,41.584,3.426,0,0,300.000,300.000,17.800,0.000,4
3755556896.274400,-977,3,299.995,0.000,41.585,3.405,0,0,300.000,300.000,17.840,0.000,4
3755556926.274400,-1674,3,300.001,0.000,41.588,3.403,0,0,300.000,300.000,17.870,0.000,4
3755556956.274400,-1030,2,300.002,0.000,41.587,3.289,0,0,300.000,300.000,17.800,0.000,4
3755556986.274400,1047,2,299.998,0.000,41.588,3.327,0,0,300.000,300.000,17.800,0.000,4
3755557092.566400,1176,2,299.999,0.000,41.588,3.230,0,0,300.000,300.000,17.820,0.000,4
3755557151.836400,1176,2,300.000,0.000,41.587,3.227,0,0,300.000,300.000,17.840,0.000,4
3755557181.836400,1431,2,299.999,0.000,41.586,3.230,0,0,300.000,300.000,17.800,0.000,4
3755557211.836400,4179,2,299.999,0.000,41.585,3.815,0,0,300.000,300.000,17.840,0.000,4
3755557236.970400,6689,2,300.001,0.000,41.583,4.069,0,0,300.000,300.000,17.840,0.000,4
3755557266.970400,9576,2,300.002,0.000,41.576,4.089,0,0,300.000,300.000,17.800,0.000,4
3755557296.970400,9993,2,299.998,0.000,41.571,3.798,0,0,300.000,300.000,17.780,0.000,4
3755557326.970400,9917,3,299.998,0.000,41.572,3.487,0,0,300.000,300.000,17.890,0.000,4
3755557356.970400,7276,3,300.002,0.000,41.577,3.434,0,0,300.000,300.000,17.800,0.000,4
3755557386.970400,4281,3,300.000,0.000,41.581,3.740,0,0,300.000,300.000,17.780,0.000,4
3755557416.970400,1256,3,299.997,0.000,41.580,3.960,0,0,300.000,300.000,17.870,0.000,4
3755557446.970400,-1574,3,300.002,0.000,41.576,4.106,0,0,300.000,300.000,17.870,0.000,4
3755557476.970400,-4474,3,300.003,0.000,41.573,4.396,0,0,300.000,300.000,17.800,0.000,4
3755557506.970400,-6822,3,299.996,0.000,41.567,4.287,0,0,300.000,300.000,17.870,0.000,4
3755557536.970400,-6998,3,299.998,0.000,41.564,3.857,0,0,300.000,300.000,17.890,0.000,4
3755557566.970400,-5143,2,300.005,0.000,41.569,3.565,0,0,300.000,300.000,17.760,0.000,4
3755557596.970400,-2322,2,299.996,0.000,41.575,3.672,0,0,300.000,300.000,17.740,0.000,4
3755557626.970400,585,2,299.996,0.000,41.578,3.922,0,0,300.000,300.000,17.950,0.000,4
3755557656.970400,3481,2,300.007,0.000,41.575,4.282,0,0,300.000,300.000,17.820,0.000,4
3755557686.970400,4898,2,300.000,0.000,41.570,4.173,0,0,300.000,300.000,17.720,0.000,4
3755557716.970400,4781,3,299.994,0.000,41.567,3.767,0,0,300.000,300.000,17.890,0.000,4
3755557746.970400,2021,3,300.005,0.000,41.570,3.566,0,0,300.000,300.000,17.840,0.000,4
3755557776.970400,-802,3,300.003,0.000,41.576,3.736,0,0,300.000,300.000,17.700,0.000,4
3755557806.970400,-3203,3,299.994,0.000,41.577,4.158,0,0,300.000,300.000,17.780,0.000,4
3755557836.970400,-2329,2,300.001,0.000,41.573,3.858,0,0,300.000,300.000,17.930,0.000,4
3755557866.970400,492,2,300.005,0.000,41.571,3.678,0,0,300.000,300.000,17.700,0.000,4
3755557896.970400,2345,2,299.995,0.000,41.574,3.813,0,0,300.000,300.000,17.700,0.000,4
3755557926.970400,2400,2,300.000,0.000,41.577,3.516,0,0,300.000,300.000,17.840,0.000,4
3755557956.970400,196,3,300.002,0.000,41.578,3.375,0,0,300.000,300.000,17.740,0.000,4
3755557986.970400,-1619,3,299.998,0.000,41.580,3.479,0,0,300.000,300.000,17.760,0.000,4
3755558016.970400,-1680,3,299.998,0.000,41.581,3.318,0,0,300.000,300.000,17.890,0.000,4
3755558046.970400,510,2,300.004,0.000,41.580,3.298,0,0,300.000,300.000,17.740,0.000,4
3755558076.970400,1170,2,300.000,0.000,41.581,3.285,0,0,300.000,300.000,17.680,0.000,4
3755558106.970400,540,3,299.996,0.000,41.581,3.251,0,0,300.000,300.000,17.820,0.000,4
3755558136.970400,-805,3,300.003,0.000,41.582,3.261,0,0,300.000,300.000,17.890,0.000,4
3755558166.970400,-774,2,300.005,0.000,41.581,3.236,0,0,300.000,300.000,17.700,0.000,4
3755558196.970400,543,2,299.991,0.000,41.581,3.243,0,0,300.000,300.000,17.760,0.000,4
3755558226.970400,577,3,300.000,0.000,41.581,3.232,0,0,300.000,300.000,17.930,0.000,4
3755558256.970400,-385,3,300.006,0.000,41.581,3.234,0,0,300.000,300.000,17.700,0.000,4
3755558286.970400,-404,2,299.994,0.000,41.582,3.228,0,0,300.000,300.000,17.740,0.000,4
3755558316.970400,274,2,299.995,0.000,41.583,3.229,0,0,300.000,300.000,17.930,0.000,4
3755558346.970400,180,3,300.008,0.000,41.584,3.227,0,0,300.000,300.000,17.740,0.000,4
3755558376.970400,-191,3,299.998,0.000,41.584,3.227,0,0,300.000,300.000,17.680,0.000,4
3755558406.970400,33,2,299.993,0.000,41.584,3.228,0,0,300.000,300.000,17.930,0.000,4
3755558436.970400,138,2,300.005,0.000,41.583,3.227,0,0,300.000,300.000,17.800,0.000,4
3755558466.970400,-89,3,300.001,0.000,41.582,3.226,0,0,300.000,300.000,17.680,0.000,4
3755558496.970400,45,2,299.993,0.000,41.582,3.227,0,0,300.000,300.000,17.800,0.000,4
3755558526.970400,36,3,300.000,0.000,41.581,3.227,0,0,300.000,300.000,17.910,0.000,4
3755558556.970400,-47,1,300.005,0.000,41.580,3.227,0,0,300.000,300.000,17.700,0.000,4
3755558586.970400,0,4,299.995,0.000,41.581,3.227,0,0,300.000,300.000,17.740,0.000,4
3755558616.970400,0,1,299.999,0.000,41.580,3.227,0,0,300.000,300.000,17.890,0.000,4
3755558646.970400,0,1,300.005,0.000,41.581,3.227,0,0,300.000,300.000,17.780,0.000,4
3755558676.970400,0,1,300.000,0.000,41.581,3.226,0,0,300.000,300.000,17.700,0.000,4
3755558706.970400,0,1,299.992,0.000,41.582,3.225,0,0,300.000,300.000,17.870,0.000,4
3755558736.970400,0,1,300.002,0.000,41.582,3.226,0,0,300.000,300.000,17.820,0.000,4
3755558766.970400,0,1,300.005,0.000,41.583,3.226,0,0,300.000,300.000,17.720,0.000,4
3755558796.970400,0,1,299.993,0.000,41.583,3.227,0,0,300.000,300.000,17.840,0.000,4
