[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3752640913.802800,,,1.506,1.536,35.138,2.977,0,0,2.000,2.000,0.000,0.000,4
3752640943.802800,,,1.506,1.536,35.137,2.978,0,0,2.000,2.000,0.000,0.000,4
3752640994.275800,,,1.506,1.536,35.134,2.978,0,0,2.000,2.000,0.000,0.000,4
3752641004.275800,,,1.505,1.535,35.133,2.979,0,0,2.000,2.000,0.000,0.000,4
3752641014.275800,,,1.505,1.535,35.132,2.978,0,0,2.000,2.000,0.000,0.000,4
3752641024.275800,,,1.505,1.535,35.132,2.979,0,0,2.000,2.000,0.000,0.000,4
3752641034.275800,,,1.505,1.535,35.132,2.978,0,0,2.000,2.000,0.000,0.000,4
3752641044.275800,,,1.505,1.535,35.131,2.979,0,0,2.000,2.000,0.000,0.000,4
3752641054.275800,,,1.505,1.535,35.130,2.978,0,0,2.000,2.000,0.000,0.000,4
3752641064.275800,,,1.505,1.535,35.130,2.978,0,0,2.000,2.000,0.000,0.000,4
3752641074.275800,,,1.505,1.535,35.129,2.979,0,0,2.000,2.000,0.000,0.000,4
3752641084.275800,,,1.505,1.535,35.129,2.979,0,0,2.000,2.000,0.000,0.000,4
3752641094.275800,,,1.505,1.540,35.128,2.984,0,0,2.000,2.000,0.000,0.000,4
3752641104.275800,,,1.505,1.544,35.127,3.028,0,0,2.000,2.000,0.000,0.000,4
3752641114.275800,,,1.506,1.544,35.127,3.155,0,0,2.000,2.000,0.000,0.000,4
3752641124.275800,,,1.506,1.545,35.127,3.388,0,0,2.000,2.000,0.000,0.000,4
3752641134.275800,,,1.506,1.547,35.125,3.672,0,0,2.000,2.000,0.000,0.000,4
3752641144.275800,,,1.506,1.551,35.124,3.834,0,0,2.000,2.000,0.000,0.000,4
3752641154.275800,,,1.506,1.553,35.121,3.908,0,0,2.000,2.000,0.000,0.000,4
3752641164.275800,,,1.506,1.556,35.118,3.936,0,0,2.000,2.000,0.000,0.000,4
3752641174.275800,,,1.507,1.559,35.116,3.941,0,0,2.000,2.000,0.000,0.000,4
3752641184.275800,,,1.507,1.563,35.112,3.938,0,0,2.000,2.000,0.000,0.000,4
3752641194.275800,,,1.507,1.566,35.109,3.925,0,0,2.000,2.000,0.000,0.000,4
3752641204.275800,,,1.507,1.571,35.107,3.910,0,0,2.000,2.000,0.000,0.000,4
3752641214.275800,,,1.508,1.573,35.105,3.895,0,0,2.000,2.000,0.000,0.000,4
3752641224.275800,,,1.508,1.578,35.105,3.877,0,0,2.000,2.000,0.000,0.000,4
3752641234.275800,,,1.509,1.581,35.105,3.861,0,0,2.000,2.000,0.000,0.000,4
3752641244.275800,,,1.510,1.586,35.105,3.846,0,0,2.000,2.000,0.000,0.000,4
3752641254.275800,,,1.510,1.589,35.106,3.830,0,0,2.000,2.000,0.000,0.000,4
3752641264.275800,,,1.511,1.593,35.108,3.815,0,0,2.000,2.000,0.000,0.000,4
3752641274.275800,,,1.512,1.596,35.110,3.799,0,0,2.000,2.000,0.000,0.000,4
3752641284.275800,,,1.513,1.600,35.112,3.787,0,0,2.000,2.000,0.000,0.000,4
3752641294.275800,,,1.514,1.603,35.114,3.774,0,0,2.000,2.000,0.000,0.000,4
3752641304.275800,,,1.515,1.607,35.118,3.760,0,0,2.000,2.000,0.000,0.000,4
3752641314.275800,,,1.515,1.610,35.120,3.747,0,0,2.000,2.000,0.000,0.000,4
3752641324.275800,,,1.516,1.611,35.123,3.736,0,0,2.000,2.000,0.000,0.000,4
3752641334.275800,,,1.516,1.615,35.126,3.723,0,0,2.000,2.000,0.000,0.000,4
3752641344.275800,,,1.517,1.618,35.129,3.711,0,0,2.000,2.000,0.000,0.000,4
3752641354.275800,,,1.517,1.620,35.132,3.701,0,0,2.000,2.000,0.000,0.000,4
3752641364.275800,,,1.518,1.622,35.135,3.691,0,0,2.000,2.000,0.000,0.000,4
3752641374.275800,,,1.518,1.625,35.139,3.680,0,0,2.000,2.000,0.000,0.000,4
3752641384.275800,,,1.519,1.627,35.141,3.671,0,0,2.000,2.000,0.000,0.000,4
3752641394.275800,,,1.519,1.629,35.144,3.662,0,0,2.000,2.000,0.000,0.000,4
3752641404.275800,,,1.519,1.630,35.147,3.652,0,0,2.000,2.000,0.000,0.000,4
3752641414.275800,,,1.520,1.632,35.150,3.645,0,0,2.000,2.000,0.000,0.000,4
3752641424.275800,,,1.520,1.634,35.153,3.635,0,0,2.000,2.000,0.000,0.000,4
3752641434.275800,,,1.520,1.636,35.155,3.627,0,0,2.000,2.000,0.000,0.000,4
3752641444.275800,,,1.521,1.637,35.157,3.619,0,0,2.000,2.000,0.000,0.000,4
3752641454.275800,,,1.521,1.638,35.160,3.611,0,0,2.000,2.000,0.000,0.000,4
3752641464.275800,,,1.521,1.640,35.162,3.605,0,0,2.000,2.000,0.000,0.000,4
3752641474.275800,,,1.521,1.641,35.164,3.597,0,0,2.000,2.000,0.000,0.000,4
3752641484.275800,,,1.522,1.642,35.166,3.591,0,0,2.000,2.000,0.000,0.000,4
3752641494.275800,,,1.522,1.643,35.167,3.583,0,0,2.000,2.000,0.000,0.000,4
3752641504.275800,,,1.522,1.645,35.170,3.577,0,0,2.000,2.000,0.000,0.000,4
3752641514.275800,,,1.523,1.646,35.173,3.570,0,0,2.000,2.000,0.000,0.000,4
3752641524.275800,,,1.523,1.647,35.175,3.563,0,0,2.000,2.000,0.000,0.000,4
3752641534.275800,,,1.523,1.648,35.177,3.558,0,0,2.000,2.000,0.000,0.000,4
3752641544.275800,,,1.524,1.649,35.179,3.554,0,0,2.000,2.000,0.000,0.000,4
3752641554.275800,,,1.524,1.650,35.182,3.546,0,0,2.000,2.000,0.000,0.000,4
3752641564.275800,,,1.524,1.651,35.184,3.542,0,0,2.000,2.000,0.000,0.000,4
3752641574.275800,,,1.525,1.652,35.188,3.535,0,0,2.000,2.000,0.000,0.000,4
3752641584.275800,,,1.525,1.653,35.189,3.530,0,0,2.000,2.000,0.000,0.000,4
3752641594.275800,,,1.526,1.654,35.193,3.522,0,0,2.000,2.000,0.000,0.000,4
3752641604.275800,,,1.526,1.653,35.196,3.482,0,0,2.000,2.000,0.000,0.000,4
3752641614.275800,,,1.526,1.652,35.199,3.430,0,0,2.000,2.000,0.000,0.000,4
3752641624.275800,,,1.526,1.653,35.202,3.384,0,0,2.000,2.000,0.000,0.000,4
3752641634.275800,,,1.526,1.653,35.206,3.352,0,0,2.000,2.000,0.000,0.000,4
3752641644.275800,,,1.526,1.653,35.209,3.327,0,0,2.000,2.000,0.000,0.000,4
3752641654.275800,,,1.526,1.654,35.214,3.307,0,0,2.000,2.000,0.000,0.000,4
3752641664.275800,,,1.526,1.654,35.217,3.295,0,0,2.000,2.000,0.000,0.000,4
3752641674.275800,,,1.526,1.654,35.221,3.284,0,0,2.000,2.000,0.000,0.000,4
3752641684.275800,,,1.526,1.655,35.225,3.275,0,0,2.000,2.000,0.000,0.000,4
3752641694.275800,,,1.527,1.655,35.228,3.269,0,0,2.000,2.000,0.000,0.000,4
3752641704.275800,,,1.527,1.655,35.233,3.263,0,0,2.000,2.000,0.000,0.000,4
3752641714.275800,,,1.527,1.656,35.236,3.260,0,0,2.000,2.000,0.000,0.000,4
3752641724.275800,,,1.527,1.656,35.239,3.257,0,0,2.000,2.000,0.000,0.000,4
3752641734.275800,,,1.527,1.656,35.243,3.253,0,0,2.000,2.000,0.000,0.000,4
3752641744.275800,,,1.527,1.656,35.246,3.251,0,0,2.000,2.000,0.000,0.000,4
3752641754.275800,,,1.527,1.652,35.250,3.248,0,0,2.000,2.000,0.000,0.000,4
3752641764.275800,,,1.527,1.657,35.253,3.248,0,0,2.000,2.000,0.000,0.000,4
3752641774.275800,,,1.528,1.657,35.257,3.245,0,0,2.000,2.000,0.000,0.000,4
3752641784.275800,,,1.528,1.658,35.260,3.243,0,0,2.000,2.000,0.000,0.000,4
3752641794.275800,,,1.528,1.658,35.264,3.242,0,0,2.000,2.000,0.000,0.000,4
3752641804.275800,,,1.528,1.658,35.267,3.240,0,0,2.000,2.000,0.000,0.000,4
3752641814.275800,,,1.528,1.659,35.271,3.239,0,0,2.000,2.000,0.000,0.000,4
3752641824.275800,,,1.529,1.659,35.274,3.238,0,0,2.000,2.000,0.000,0.000,4
3752641834.275800,,,1.529,1.660,35.278,3.236,0,0,2.000,2.000,0.000,0.000,4
3752641844.275800,,,1.529,1.660,35.281,3.235,0,0,2.000,2.000,0.000,0.000,4
3752641854.275800,,,1.530,1.660,35.285,3.233,0,0,2.000,2.000,0.000,0.000,4
3752641864.275800,,,1.530,1.661,35.289,3.233,0,0,2.000,2.000,0.000,0.000,4
3752641874.275800,,,1.530,1.661,35.293,3.231,0,0,2.000,2.000,0.000,0.000,4
3752641884.275800,,,1.531,1.662,35.297,3.230,0,0,2.000,2.000,0.000,0.000,4
3752641894.275800,,,1.531,1.662,35.301,3.229,0,0,2.000,2.000,0.000,0.000,4
3752641904.275800,,,1.531,1.662,35.305,3.227,0,0,2.000,2.000,0.000,0.000,4
3752641914.275800,,,1.532,1.663,35.309,3.227,0,0,2.000,2.000,0.000,0.000,4
3752641924.275800,,,1.532,1.663,35.313,3.225,0,0,2.000,2.000,0.000,0.000,4
3752641934.275800,,,1.532,1.664,35.318,3.225,0,0,2.000,2.000,0.000,0.000,4
3752641944.275800,,,1.533,1.664,35.323,3.224,0,0,2.000,2.000,0.000,0.000,4
3752641954.275800,,,1.533,1.665,35.327,3.223,0,0,2.000,2.000,0.000,0.000,4
3752641964.275800,,,1.533,1.665,35.331,3.221,0,0,2.000,2.000,0.000,0.000,4
3752641974.275800,,,1.534,1.665,35.336,3.219,0,0,2.000,2.000,0.000,0.000,4
3752641984.275800,,,1.534,1.666,35.341,3.219,0,0,2.000,2.000,0.000,0.000,4
3752641994.275800,,,1.535,1.666,35.345,3.217,0,0,2.000,2.000,0.000,0.000,4
3752642004.275800,,,1.535,1.667,35.349,3.216,0,0,2.000,2.000,0.000,0.000,4
3752642014.275800,,,1.535,1.667,35.354,3.216,0,0,2.000,2.000,0.000,0.000,4
3752642024.275800,,,1.536,1.668,35.359,3.214,0,0,2.000,2.000,0.000,0.000,4
3752642034.275800,,,1.536,1.668,35.364,3.213,0,0,2.000,2.000,0.000,0.000,4
3752642044.275800,,,1.537,1.669,35.369,3.211,0,0,2.000,2.000,0.000,0.000,4
3752642054.275800,,,1.537,1.669,35.374,3.211,0,0,2.000,2.000,0.000,0.000,4
3752642064.275800,,,1.537,1.669,35.379,3.209,0,0,2.000,2.000,0.000,0.000,4
3752642074.275800,,,1.538,1.670,35.385,3.209,0,0,2.000,2.000,0.000,0.000,4
3752642084.275800,,,1.538,1.670,35.390,3.206,0,0,2.000,2.000,0.000,0.000,4
3752642094.275800,,,1.539,1.671,35.395,3.206,0,0,2.000,2.000,0.000,0.000,4
3752642104.275800,,,1.539,1.671,35.401,3.204,0,0,2.000,2.000,0.000,0.000,4
3752642114.275800,,,1.539,1.672,35.406,3.204,0,0,2.000,2.000,0.000,0.000,4
3752642124.275800,,,1.540,1.672,35.412,3.202,0,0,2.000,2.000,0.000,0.000,4
3752642134.275800,,,1.540,1.672,35.417,3.202,0,0,2.000,2.000,0.000,0.000,4
