[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3751948075.451000,,,2.166,2.001,35.160,3.039,0,0,2.000,2.000,0.000,0.020,1
3751948105.451000,,,2.177,2.000,35.159,3.039,0,0,2.000,2.000,0.010,0.020,1
3751948135.451000,,,2.153,2.000,35.159,3.039,0,0,2.000,2.000,0.000,0.020,1
3751948165.451000,,,2.170,1.999,35.158,3.039,0,0,2.000,2.000,0.000,0.020,1
3751948195.451000,,,2.175,2.000,35.157,3.039,0,0,2.000,2.000,0.160,0.020,1
3751948253.358000,,,2.163,2.000,35.156,3.038,0,0,2.000,2.000,0.000,0.020,1
3751948287.891000,,,2.179,2.000,35.157,3.038,0,0,2.000,2.000,0.180,0.020,1
3751948317.891000,,,2.173,2.000,35.157,3.038,0,0,2.000,2.000,0.180,0.020,1
3751948323.637000,,,2.155,2.000,35.157,3.038,0,0,2.000,2.000,0.000,0.020,1
3751948353.637000,,,2.177,2.001,35.157,3.038,0,0,2.000,2.000,0.000,0.020,1
3751948383.637000,,,2.170,2.001,35.156,3.038,0,0,2.000,2.000,0.180,0.020,1
3751948413.637000,,,2.155,2.001,35.156,3.038,0,0,2.000,2.000,0.090,0.020,1
3751948443.637000,,,2.180,2.000,35.156,3.037,0,0,2.000,2.000,0.000,0.020,1
3751948473.637000,,,2.168,2.000,35.156,3.038,0,0,2.000,2.000,0.060,0.020,1
3751948503.637000,,,2.155,2.000,35.157,3.037,0,0,2.000,2.000,0.000,0.020,1
3751948584.583000,,,2.177,2.000,35.159,3.036,0,0,2.000,2.000,0.020,0.020,1
3751948614.583000,,,2.180,2.001,35.159,3.036,0,0,2.000,2.000,0.000,0.020,1
3751948644.583000,,,2.154,2.000,35.161,3.035,0,0,2.000,2.000,0.000,0.020,1
3751948741.228000,,,2.156,2.000,35.161,3.035,0,0,2.000,2.000,0.000,0.020,1
3751948771.228000,,,2.178,2.000,35.161,3.035,0,0,2.000,2.000,0.000,0.020,1
