[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status
3755994194.856000,0,0,260.011,0.000,274.805,276.039,0,0,2.000,2.000,0.000,0.000,4
3755994224.856000,0,0,260.040,0.000,274.819,275.485,0,0,2.000,2.000,0.000,0.000,4
3755994254.856000,0,0,260.070,0.000,274.832,274.709,0,0,2.000,2.000,0.000,0.000,4
3755994284.856000,0,0,260.100,0.000,274.846,275.372,0,0,2.000,2.000,0.000,0.000,4
3755994314.856000,0,0,260.127,0.000,274.860,276.416,0,0,2.000,2.000,0.000,0.000,4
3755994344.856000,0,0,260.158,0.000,274.873,275.052,0,0,2.000,2.000,0.000,0.000,4
3755994374.856000,0,0,260.187,0.000,274.887,276.064,0,0,2.000,2.000,0.000,0.000,4
3755994404.856000,0,0,260.214,0.000,274.901,275.816,0,0,2.000,2.000,0.000,0.000,4
3755994434.856000,0,0,260.244,0.000,274.915,276.500,0,0,2.000,2.000,0.000,0.000,4
3755994464.856000,0,0,260.273,0.000,274.928,275.597,0,0,2.000,2.000,0.000,0.000,4
3755994494.856000,0,0,260.301,0.000,274.942,276.059,0,0,2.000,2.000,0.000,0.000,4
3755994524.856000,0,0,260.331,0.000,274.955,276.269,0,0,2.000,2.000,0.000,0.000,4
3755994554.856000,0,0,260.359,0.000,274.969,276.005,0,0,2.000,2.000,0.000,0.000,4
3755994584.856000,0,0,260.389,0.000,274.982,276.541,0,0,2.000,2.000,0.000,0.000,4
3755994614.856000,0,0,260.416,0.000,274.995,275.782,0,0,2.000,2.000,0.000,0.000,4
3755994644.856000,0,0,260.446,0.000,275.009,275.136,0,0,2.000,2.000,0.000,0.000,4
3755994674.856000,0,0,260.474,0.000,275.023,276.315,0,0,2.000,2.000,0.000,0.000,4
3755994704.856000,0,0,260.503,0.000,275.037,276.249,0,0,2.000,2.000,0.000,0.000,4
3755994734.856000,0,0,260.532,0.000,275.050,276.137,0,0,2.000,2.000,0.000,0.000,4
3755994764.856000,0,0,260.560,0.000,275.064,275.750,0,0,2.000,2.000,0.000,0.000,4
3755994794.856000,0,0,260.590,0.000,275.077,275.658,0,0,2.000,2.000,0.000,0.000,4
3755994824.856000,0,0,260.618,0.000,275.090,276.340,0,0,2.000,2.000,0.000,0.000,4
3755994854.856000,0,0,260.645,0.000,275.103,276.675,0,0,2.000,2.000,0.000,0.000,4
