[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, quantum design, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Temp(K),Temp Status,Field(Oe),Field Status,Chamber Status2
3786845830.273035,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786845860.273613,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786845890.273647,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786845920.273675,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786845950.274673,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786845980.274673,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846010.274675,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846040.274707,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846070.275709,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846100.276674,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846130.276676,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846160.276709,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846190.277674,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846220.277674,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846250.277706,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846280.277726,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846310.278714,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846340.279706,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846370.279710,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846400.280674,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846430.280705,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846460.280707,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846490.281706,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846520.281711,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846550.282674,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846580.282706,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846610.282711,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846640.283707,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846670.283712,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846700.284707,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846730.284709,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846760.285710,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846790.285711,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846820.286706,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846850.287674,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846880.287710,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846910.288187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846940.288188,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786846970.289150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847000.289153,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847030.290150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847060.290150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847090.290151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847120.291151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847150.291187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847180.292152,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847210.292189,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847240.292191,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847270.293150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847300.293186,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847330.293187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847360.294150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847390.294150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847420.294151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847450.294187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847480.294187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847510.295181,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847540.295182,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847570.296150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847600.296181,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847630.296184,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847660.297151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847690.297151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847720.297183,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847750.298151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847780.298181,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847810.299150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847840.299181,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847870.300150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847900.300150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847930.300150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847960.300184,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786847990.301150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848020.301187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848050.302150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848080.302151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848110.302186,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848140.303150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848170.303183,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848200.304151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848230.304153,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848260.304167,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848290.305151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848320.305151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848350.305153,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848380.305187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848410.305202,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848440.306183,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848470.306186,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848500.306187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848530.306189,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848560.307151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848590.307187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848620.308150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848650.308150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848680.308151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848710.308151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848740.308151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848770.309151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848800.310151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848830.310151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848860.310151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848890.310190,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848920.311186,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848950.311186,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786848980.312150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849010.312151,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849040.313150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849070.313187,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849100.314150,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849130.314189,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849160.314207,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849190.314237,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849220.314245,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849250.315238,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849280.315239,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849310.315243,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849340.316206,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849370.316238,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849400.317237,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849430.317244,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849460.318258,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849490.319206,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849520.319241,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849550.320239,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849580.320242,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849610.321238,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849640.322246,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849670.323242,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849700.324209,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849730.324238,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849760.324244,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849790.325220,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849820.325238,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849850.325261,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849880.325299,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849910.326295,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849940.327262,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
3786849970.328261,0.000000,TemperatureUnknown,0.000000,StablePersistent,Sealed
