[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status,in plane position,out plane position
3785189973.450000,0,1,2.127,1.999,36.051,3.091,0,0,2.000,2.000,0.000,0.110,1,145.151041,-21.979648
3785190003.450000,0,1,2.126,2.000,36.053,3.090,0,0,2.000,2.000,0.140,0.120,1,145.165269,-21.979648
3785190033.450000,0,1,2.115,2.000,36.057,3.091,0,0,2.000,2.000,0.000,0.100,1,142.677487,-21.979648
3785190063.450000,0,1,2.125,2.000,36.061,3.089,0,0,2.000,2.000,0.130,0.100,1,139.700981,-21.979648
3785190093.450000,0,1,2.129,2.000,36.064,3.089,0,0,2.000,2.000,0.000,0.100,1,136.962461,-21.979648
3785190123.450000,0,1,2.114,2.000,36.068,3.088,0,0,2.000,2.000,0.010,0.100,1,133.970519,-21.979648
3785190153.450000,0,1,2.127,2.000,36.071,3.088,0,0,2.000,2.000,0.000,0.100,1,131.029718,-21.979648
3785190183.450000,0,1,2.116,2.000,36.074,3.087,0,0,2.000,2.000,0.050,0.100,1,127.864622,-21.979648
3785190213.450000,0,1,2.134,2.000,36.074,3.086,0,0,2.000,2.000,0.000,0.100,1,124.645969,-21.979648
3785190243.450000,0,1,2.114,2.000,36.076,3.086,0,0,2.000,2.000,0.000,0.100,1,121.455638,-21.979648
3785190273.450000,0,1,2.135,2.000,36.077,3.087,0,0,2.000,2.000,0.040,0.100,1,118.048662,-21.979648
3785190303.450000,0,1,2.117,2.000,36.078,3.086,0,0,2.000,2.000,0.000,0.100,1,114.612157,-21.979648
3785190333.450000,0,1,2.133,2.000,36.081,3.085,0,0,2.000,2.000,0.000,0.100,1,111.372967,-21.979648
3785190363.450000,0,1,2.119,2.000,36.083,3.084,0,0,2.000,2.000,0.040,0.100,1,108.278206,-21.979648
3785190393.450000,0,1,2.135,2.000,36.085,3.085,0,0,2.000,2.000,0.000,0.100,1,105.092707,-21.979648
3785190423.450000,0,1,2.118,2.000,36.089,3.086,0,0,2.000,2.000,0.050,0.100,1,102.035262,-21.979648
3785190453.450000,0,1,2.134,2.000,36.090,3.085,0,0,2.000,2.000,0.000,0.100,1,99.365199,-21.979648
3785190483.450000,0,1,2.123,2.000,36.090,3.085,0,0,2.000,2.000,0.110,0.100,1,96.813793,-21.979648
3785190513.450000,0,1,2.131,2.000,36.091,3.085,0,0,2.000,2.000,0.000,0.100,1,94.419971,-21.979648
3785190543.450000,0,1,2.139,2.000,36.092,3.083,0,0,2.000,2.000,0.020,0.100,1,92.166014,-21.979648
3785190573.450000,0,1,2.118,2.000,36.094,3.081,0,0,2.000,2.000,0.000,0.100,1,90.067494,-21.979648
3785190603.450000,0,1,2.138,2.000,36.095,3.081,0,0,2.000,2.000,0.000,0.100,1,87.938906,-21.979648
3785190633.450000,0,1,2.123,2.000,36.097,3.081,0,0,2.000,2.000,0.070,0.100,1,85.677835,-21.979648
3785190663.450000,0,1,2.131,2.000,36.098,3.081,0,0,2.000,2.000,0.000,0.100,1,83.396899,-21.979648
3785190693.450000,0,1,2.134,2.000,36.099,3.080,0,0,2.000,2.000,0.140,0.100,1,80.951399,-21.979648
3785190723.450000,0,1,2.123,2.000,36.098,3.079,0,0,2.000,2.000,0.060,0.100,1,78.676503,-21.979648
3785190753.450000,0,1,2.131,2.000,36.098,3.079,0,0,2.000,2.000,0.000,0.100,1,76.305902,-21.979648
3785190783.450000,0,1,2.135,2.000,36.097,3.079,0,0,2.000,2.000,0.150,0.100,1,74.004026,-21.979648
3785190813.450000,0,1,2.123,2.000,36.098,3.077,0,0,2.000,2.000,0.000,0.100,1,71.695573,-21.979648
3785190843.450000,0,1,2.141,2.000,36.098,3.078,0,0,2.000,2.000,0.000,0.100,1,69.545643,-21.979648
3785190873.450000,0,1,2.125,2.000,36.098,3.077,0,0,2.000,2.000,0.130,0.100,1,67.223230,-21.979648
3785190903.450000,0,1,2.128,2.000,36.099,3.078,0,0,2.000,2.000,0.000,0.100,1,65.175448,-21.979648
3785190933.450000,0,1,2.137,2.000,36.098,3.077,0,0,2.000,2.000,0.000,0.100,1,63.213571,-21.979648
3785190963.450000,0,1,2.138,2.000,36.097,3.075,0,0,2.000,2.000,0.150,0.100,1,61.347131,-21.979648
3785190993.450000,0,1,2.122,2.000,36.096,3.076,0,0,2.000,2.000,0.000,0.100,1,59.293980,-21.979648
3785191023.450000,0,1,2.139,2.000,36.095,3.077,0,0,2.000,2.000,0.000,0.100,1,57.388747,-21.979648
3785191053.450000,0,1,2.137,2.000,36.094,3.076,0,0,2.000,2.000,0.160,0.100,1,55.412643,-21.979648
3785191083.450000,0,1,2.121,2.000,36.095,3.075,0,0,2.000,2.000,0.000,0.100,1,53.524323,-21.979648
3785191113.450000,0,1,2.137,2.000,36.094,3.074,0,0,2.000,2.000,0.000,0.100,1,51.494662,-21.979648
